action step section_index gas_present structure_stable can_check_section m z section structure_safe_flag distance_to_leader lead_retry_count current_speed_lead current_energy_lead current_energy_lead2 send_data section_gas_check gas_detected_flag send_gas_data x distance_gas_detector_to_leader current_speed_gas_detector current_energy_gas_detector section_safety_check structure_ok_flag send_structure_data distance_safety_assessment_to_leader y current_speed_safe_detector current_energy_safe_detector current_section section_safe_to_check section_safe leader_retry_count sending_flag connection_success k current_speed_leader current_energy_leader wait
lead_robot 154 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true false 20 2 20 100 4 true false 0 false false 1 20 100 9
[wait_to_get] 155 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true false 20 2 20 100 4 true false 0 false false 1 20 100 10
[wait_to_get] 156 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true false 20 2 20 100 4 true false 0 false false 1 20 100 11
lead_robot 157 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true false 20 2 20 100 4 true false 0 false false 1 20 100 11
lead_robot 158 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true false 20 2 20 100 4 true false 0 false false 1 20 100 11
[wait_to_get] 159 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true false 20 2 20 100 4 true false 0 false false 1 20 100 12
[wait_to_get] 160 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true false 20 2 20 100 4 true false 0 false false 1 20 100 13
[check_safety] 161 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 false false 1 20 100 13
[unsafe_signal12] 162 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true false 3 20 100 13
lead_robot 163 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true false 3 20 100 13
lead_robot 164 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true false 3 20 100 13
lead_robot 165 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true false 3 20 100 13
lead_robot 166 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true false 3 20 100 13
lead_robot 167 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true false 3 20 100 13
[send_data] 168 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 1 true false 3 20 100 13
lead_robot 169 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 1 true false 3 20 100 13
lead_robot 170 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 1 true false 3 20 100 13
[send_data] 171 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true true 4 20 100 13
lead_robot 172 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true true 4 20 100 13
lead_robot 173 4 true true true 1 5 4 true 20 0 20 100 101 true 4 true true 3 20 20 100 4 true true 20 3 20 100 4 true false 0 true true 4 20 100 13
[next_section] 174 5 true true true 0 0 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 0
lead_robot 175 5 true true true 0 0 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 0
lead_robot 176 5 true true true 0 0 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 0
[wait_to_get_from_lead] 177 5 true true true 0 0 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 1
lead_robot 178 5 true true true 0 0 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 1
[wait_to_get_from_lead] 179 5 true true true 0 0 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 2
lead_robot 180 5 true true true 0 0 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 2
lead_robot 181 5 true true true 0 0 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 2
[initialize_section1] 182 5 false true true 1 1 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 2
[wait_to_get_from_lead] 183 5 false true true 1 1 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 3
[check_distance] 184 5 false true true 1 2 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 3
[wait_to_get_from_lead] 185 5 false true true 1 2 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 4
lead_robot 186 5 false true true 1 2 5 false 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 4
[check_env] 187 5 false true true 1 3 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 4
[wait_to_get_from_lead] 188 5 false true true 1 3 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 5
[wait_to_get_from_lead] 189 5 false true true 1 3 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 6
lead_robot 190 5 false true true 1 3 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 6
[wait_to_get_from_lead] 191 5 false true true 1 3 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 7
lead_robot 192 5 false true true 1 3 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 7
lead_robot 193 5 false true true 1 3 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 7
[lead_safe_signal1] 194 5 false true true 1 4 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 7
lead_robot 195 5 false true true 1 4 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 7
[wait_to_get_from_lead] 196 5 false true true 1 4 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 8
[wait_to_get_from_lead] 197 5 false true true 1 4 5 true 20 0 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 9
[checkconnection] 198 5 false true true 1 4 5 true 20 1 20 100 101 false 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 9
[checkconnection] 199 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 0 20 20 100 5 true false 20 0 20 100 5 false false 0 false false 0 20 100 9
[lead_safe_signal] 200 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 0 20 20 100 5 true false 20 0 20 100 5 true false 0 false false 1 20 100 9
lead_robot 201 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 0 20 20 100 5 true false 20 0 20 100 5 true false 0 false false 1 20 100 9
lead_robot 202 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 0 20 20 100 5 true false 20 0 20 100 5 true false 0 false false 1 20 100 9
[initialize_section] 203 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 1 20 20 100 5 true false 20 1 20 100 5 true false 0 false false 1 20 100 9
[check_distance_gas_detecter] 204 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 2 20 20 100 5 true false 20 1 20 100 5 true false 0 false false 1 20 100 9
[check_distance_safety_assessment] 205 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 2 20 20 100 5 true false 20 2 20 100 5 true false 0 false false 1 20 100 9
lead_robot 206 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 2 20 20 100 5 true false 20 2 20 100 5 true false 0 false false 1 20 100 9
[check_safety] 207 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false false 2 20 20 100 5 true true 20 3 20 100 5 true false 0 false false 1 20 100 9
[check_gas] 208 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true false 0 false false 1 20 100 9
lead_robot 209 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true false 0 false false 1 20 100 9
lead_robot 210 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true false 0 false false 1 20 100 9
lead_robot 211 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true false 0 false false 1 20 100 9
[safe_signal12] 212 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true true 0 true false 3 20 100 9
lead_robot 213 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true true 0 true false 3 20 100 9
lead_robot 214 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true true 0 true false 3 20 100 9
[send_data] 215 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true true 0 true true 4 20 100 9
lead_robot 216 5 false true true 1 5 5 true 20 0 20 100 101 true 5 false true 3 20 20 100 5 true true 20 3 20 100 5 true true 0 true true 4 20 100 9
[next_section] 217 6 false true true 0 0 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 0
[initialize_section1] 218 6 true true true 1 1 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 0
lead_robot 219 6 true true true 1 1 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 0
lead_robot 220 6 true true true 1 1 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 0
lead_robot 221 6 true true true 1 1 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 0
[check_distance] 222 6 true true true 1 2 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 0
[wait_to_get_from_lead] 223 6 true true true 1 2 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 1
[check_env] 224 6 true true true 1 3 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 1
[wait_to_get_from_lead] 225 6 true true true 1 3 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 2
lead_robot 226 6 true true true 1 3 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 2
[lead_unsafe_signal1] 227 6 true true true 1 4 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 2
[wait_to_get_from_lead] 228 6 true true true 1 4 6 false 20 0 20 100 101 false 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 3
[checkconnection] 229 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 0 20 100 3
[lead_unsafe_signal] 230 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 0 20 20 100 6 true false 20 0 20 100 6 false false 0 false false 2 20 100 3
[initialize_section] 231 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 1 20 20 100 6 true false 20 1 20 100 6 false false 0 false false 2 20 100 3
gas_detection_robot 232 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 3 20 20 100 6 true false 20 1 20 100 6 false false 0 false false 2 20 100 3
lead_robot 233 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 3 20 20 100 6 true false 20 1 20 100 6 false false 0 false false 2 20 100 3
lead_robot 234 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 3 20 20 100 6 true false 20 1 20 100 6 false false 0 false false 2 20 100 3
safety_assessment_robot 235 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 3 20 20 100 6 true false 20 3 20 100 6 false false 0 false false 2 20 100 3
lead_robot 236 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 3 20 20 100 6 true false 20 3 20 100 6 false false 0 false false 2 20 100 3
lead_robot 237 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 3 20 20 100 6 true false 20 3 20 100 6 false false 0 false false 2 20 100 3
lead_robot 238 6 true true true 1 5 6 false 20 0 20 100 101 true 6 false false 3 20 20 100 6 true false 20 3 20 100 6 false false 0 false false 2 20 100 3
[next_section] 239 7 true true true 0 0 7 false 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 0
[wait_to_get_from_lead] 240 7 true true true 0 0 7 false 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 1
[wait_to_get_from_lead] 241 7 true true true 0 0 7 false 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 2
[wait_to_get_from_lead] 242 7 true true true 0 0 7 false 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 3
lead_robot 243 7 true true true 0 0 7 false 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 3
[initialize_section1] 244 7 true true true 1 1 7 false 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 3
[check_distance] 245 7 true true true 1 2 7 false 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 3
lead_robot 246 7 true true true 1 2 7 false 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 3
[check_env] 247 7 true true true 1 3 7 true 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 3
lead_robot 248 7 true true true 1 3 7 true 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 3
[lead_safe_signal1] 249 7 true true true 1 4 7 true 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 3
[wait_to_get_from_lead] 250 7 true true true 1 4 7 true 20 0 20 100 101 false 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 4
[checkconnection] 251 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 0 20 20 100 7 true false 20 0 20 100 7 false false 0 false false 0 20 100 4
[lead_safe_signal] 252 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 0 20 20 100 7 true false 20 0 20 100 7 true false 0 false false 1 20 100 4
[initialize_section] 253 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 1 20 20 100 7 true false 20 1 20 100 7 true false 0 false false 1 20 100 4
[wait_to_get] 254 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 1 20 20 100 7 true false 20 1 20 100 7 true false 0 false false 1 20 100 5
lead_robot 255 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 1 20 20 100 7 true false 20 1 20 100 7 true false 0 false false 1 20 100 5
[wait_to_get] 256 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 1 20 20 100 7 true false 20 1 20 100 7 true false 0 false false 1 20 100 6
[wait_to_get] 257 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 1 20 20 100 7 true false 20 1 20 100 7 true false 0 false false 1 20 100 7
[wait_to_get] 258 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 1 20 20 100 7 true false 20 1 20 100 7 true false 0 false false 1 20 100 8
[check_distance_safety_assessment] 259 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 1 20 20 100 7 true false 20 2 20 100 7 true false 0 false false 1 20 100 8
[check_safety] 260 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 1 20 20 100 7 true true 20 3 20 100 7 true false 0 false false 1 20 100 8
[check_distance_gas_detecter] 261 7 true true true 1 5 7 true 20 0 20 100 101 true 7 false false 2 20 20 100 7 true true 20 3 20 100 7 true false 0 false false 1 20 100 8
[check_gas] 262 7 true true true 1 5 7 true 20 0 20 100 101 true 7 true true 3 20 20 100 7 true true 20 3 20 100 7 true false 0 false false 1 20 100 8
[unsafe_signal12] 263 7 true true true 1 5 7 true 20 0 20 100 101 true 7 true true 3 20 20 100 7 true true 20 3 20 100 7 true false 0 true false 3 20 100 8
[send_data] 264 7 true true true 1 5 7 true 20 0 20 100 101 true 7 true true 3 20 20 100 7 true true 20 3 20 100 7 true false 0 true true 4 20 100 8
[next_section] 265 8 true true true 0 0 8 false 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 0
lead_robot 266 8 true true true 0 0 8 false 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 0
lead_robot 267 8 true true true 0 0 8 false 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 0
[wait_to_get_from_lead] 268 8 true true true 0 0 8 false 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 1
[initialize_section1] 269 8 true true true 1 1 8 false 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 1
[wait_to_get_from_lead] 270 8 true true true 1 1 8 false 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 2
lead_robot 271 8 true true true 1 1 8 false 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 2
[check_distance] 272 8 true true true 1 2 8 false 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 2
[check_env] 273 8 true true true 1 3 8 true 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 2
lead_robot 274 8 true true true 1 3 8 true 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 2
lead_robot 275 8 true true true 1 3 8 true 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 2
[wait_to_get_from_lead] 276 8 true true true 1 3 8 true 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 3
[wait_to_get_from_lead] 277 8 true true true 1 3 8 true 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 4
lead_robot 278 8 true true true 1 3 8 true 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 4
[lead_safe_signal1] 279 8 true true true 1 4 8 true 20 0 20 100 101 false 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 4
[checkconnection] 280 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 0 20 20 100 8 true false 20 0 20 100 8 false false 0 false false 0 20 100 4
[lead_safe_signal] 281 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 0 20 20 100 8 true false 20 0 20 100 8 true false 0 false false 1 20 100 4
lead_robot 282 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 0 20 20 100 8 true false 20 0 20 100 8 true false 0 false false 1 20 100 4
[wait_to_get] 283 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 0 20 20 100 8 true false 20 0 20 100 8 true false 0 false false 1 20 100 5
[initialize_section] 284 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true false 20 1 20 100 8 true false 0 false false 1 20 100 5
[check_distance_safety_assessment] 285 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true false 20 2 20 100 8 true false 0 false false 1 20 100 5
[wait_to_get] 286 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true false 20 2 20 100 8 true false 0 false false 1 20 100 6
[wait_to_get] 287 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true false 20 2 20 100 8 true false 0 false false 1 20 100 7
[check_safety] 288 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 7
lead_robot 289 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 7
lead_robot 290 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 7
lead_robot 291 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 7
lead_robot 292 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 7
[wait_to_get] 293 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 8
lead_robot 294 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 1 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 8
[check_distance_gas_detecter] 295 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 2 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 8
[wait_to_get] 296 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 2 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 9
lead_robot 297 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 2 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 9
[wait_to_get] 298 8 true true true 1 5 8 true 20 0 20 100 101 true 8 false false 2 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 10
[check_gas] 299 8 true true true 1 5 8 true 20 0 20 100 101 true 8 true true 3 20 20 100 8 true true 20 3 20 100 8 true false 0 false false 1 20 100 10
[unsafe_signal12] 300 8 true true true 1 5 8 true 20 0 20 100 101 true 8 true true 3 20 20 100 8 true true 20 3 20 100 8 true false 0 true false 3 20 100 10
