current_section	can_check_section	gas_present	structure_stable	structure_safe_flag	gas_detected_flag	structure_ok_flag	send_data	send_gas_data	send_structure_data	section_safe
4	false	true	true	false	true	true	true	true	false	false
4	false	true	true	false	true	true	true	true	false	false
5	false	true	true	false	false	true	false	false	false	false
5	false	true	true	false	false	true	false	false	false	false
5	false	true	true	false	false	true	false	false	false	false
5	false	false	true	false	false	true	false	false	false	false
5	false	false	true	false	false	true	false	false	false	false
5	false	false	true	false	false	true	false	false	false	false
5	false	false	true	false	false	true	false	false	false	false
5	false	false	true	false	false	true	false	false	false	false
5	false	false	true	false	false	true	false	false	false	false
5	false	false	true	false	false	true	true	false	false	false
5	false	false	true	false	false	true	true	false	false	false
5	false	false	true	false	false	true	true	false	false	false
5	false	false	true	false	false	true	true	false	false	false
5	false	false	true	false	false	true	true	true	false	false
5	false	false	true	false	false	true	true	true	false	false
5	false	false	true	false	false	true	true	true	true	false
6	false	false	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	false	false	false	false
6	false	true	true	false	false	true	true	false	false	false
6	false	true	true	false	false	true	true	false	false	false
6	false	true	true	false	false	true	true	false	false	false
6	false	true	true	false	false	true	true	false	false	false
6	false	true	true	false	false	true	true	false	false	false
6	false	true	true	false	true	true	true	true	false	false
6	false	true	true	false	true	true	true	true	true	false
7	false	true	true	false	false	true	false	false	false	false
7	false	true	true	false	false	true	false	false	false	false
7	false	true	true	false	false	true	false	false	false	false
7	false	true	true	false	false	true	false	false	false	false
7	false	true	true	false	false	true	false	false	false	false
7	false	true	true	false	false	true	true	false	false	false
7	false	true	true	false	false	true	true	false	false	false
7	false	true	true	false	false	true	true	false	false	false
7	false	true	true	false	false	true	true	false	false	false
7	false	true	true	false	false	true	true	false	false	false
7	false	true	true	false	false	true	true	false	true	false
8	false	true	true	false	false	true	false	false	false	false
8	false	true	true	false	false	true	false	false	false	false
8	false	true	true	false	false	true	false	false	false	false
8	false	true	true	false	false	true	false	false	false	false
8	false	true	true	false	false	true	false	false	false	false
8	false	true	true	false	false	true	false	false	false	false
8	false	true	true	false	false	true	false	false	false	false
8	false	true	true	false	false	true	false	false	false	false
8	false	true	true	false	false	true	true	false	false	false
8	false	true	true	false	false	true	true	false	false	false
8	false	true	true	false	false	true	true	false	false	false
8	false	true	true	false	false	true	true	false	false	false
8	false	true	true	false	true	true	true	true	false	false
8	false	true	true	false	true	true	true	true	false	false
8	false	true	true	false	true	false	true	true	true	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	false	false	false	false
9	false	true	true	false	false	true	true	false	false	false
9	false	true	true	false	false	true	true	false	false	false
9	false	true	true	false	false	true	true	false	false	false
9	false	true	true	false	false	true	true	false	false	false
9	false	true	true	false	false	true	true	false	false	false
9	false	true	true	false	true	true	true	true	false	false
10	false	true	true	false	false	true	false	false	false	false
